C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,DAILY_ENTRIES,DAILY_EXITS
N416,R286,01-05-01,MYRTLE-WILLOUGH,G,IND,05/27/2022,0.0,1.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/21/2022,235.0,71.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/22/2022,216.0,52.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/23/2022,452.0,94.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/24/2022,391.0,112.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/25/2022,481.0,104.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/26/2022,523.0,102.0
N416,R286,01-06-00,MYRTLE-WILLOUGH,G,IND,05/27/2022,425.0,94.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/21/2022,315.0,37.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/22/2022,270.0,29.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/23/2022,548.0,73.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/24/2022,668.0,64.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/25/2022,630.0,76.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/26/2022,567.0,74.0
N416,R286,01-06-01,MYRTLE-WILLOUGH,G,IND,05/27/2022,570.0,76.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/21/2022,613.0,1087.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/22/2022,500.0,1008.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/23/2022,870.0,1142.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/24/2022,944.0,1242.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/25/2022,961.0,1298.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/26/2022,945.0,1256.0
N417,R269,00-00-00,BEDFORD-NOSTRAN,G,IND,05/27/2022,849.0,1146.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/21/2022,320.0,570.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/22/2022,223.0,511.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/23/2022,439.0,640.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/24/2022,438.0,769.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/25/2022,469.0,769.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/26/2022,477.0,736.0
N417,R269,00-00-01,BEDFORD-NOSTRAN,G,IND,05/27/2022,428.0,740.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/21/2022,474.0,544.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/22/2022,334.0,564.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/23/2022,651.0,819.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/24/2022,773.0,888.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/25/2022,771.0,934.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/26/2022,700.0,893.0
N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,05/27/2022,694.0,817.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/21/2022,0.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/22/2022,0.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/23/2022,4.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/24/2022,5.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/25/2022,9.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/26/2022,7.0,0.0
N418,R269,01-05-00,BEDFORD-NOSTRAN,G,IND,05/27/2022,3.0,0.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/21/2022,0.0,1.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/22/2022,0.0,2.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/23/2022,0.0,1.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/24/2022,0.0,0.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/25/2022,0.0,2.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/26/2022,0.0,0.0
N418,R269,01-05-01,BEDFORD-NOSTRAN,G,IND,05/27/2022,0.0,0.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/21/2022,212.0,141.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/22/2022,167.0,143.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/23/2022,406.0,168.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/24/2022,415.0,166.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/25/2022,441.0,160.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/26/2022,430.0,175.0
N418,R269,01-06-00,BEDFORD-NOSTRAN,G,IND,05/27/2022,357.0,188.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/21/2022,464.0,111.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/22/2022,380.0,122.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/23/2022,700.0,70.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/24/2022,752.0,89.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/25/2022,777.0,97.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/26/2022,751.0,96.0
N418,R269,01-06-01,BEDFORD-NOSTRAN,G,IND,05/27/2022,698.0,94.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/21/2022,451.0,886.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/22/2022,339.0,783.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/23/2022,804.0,1310.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/24/2022,829.0,1403.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/25/2022,805.0,1415.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/26/2022,803.0,1460.0
N419,R287,00-00-00,CLASSON AV,G,IND,05/27/2022,752.0,1234.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/21/2022,229.0,564.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/22/2022,153.0,488.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/23/2022,428.0,851.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/24/2022,434.0,951.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/25/2022,416.0,1015.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/26/2022,469.0,940.0
N419,R287,00-00-01,CLASSON AV,G,IND,05/27/2022,402.0,863.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/21/2022,473.0,687.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/22/2022,341.0,636.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/23/2022,835.0,995.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/24/2022,893.0,1038.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/25/2022,916.0,1076.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/26/2022,930.0,1104.0
N419,R287,00-00-02,CLASSON AV,G,IND,05/27/2022,830.0,1038.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/21/2022,35.0,282.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/22/2022,14.0,146.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/23/2022,22.0,177.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/24/2022,14.0,242.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/25/2022,9.0,135.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/26/2022,12.0,210.0
N420B,R317,00-00-00,CLINTON-WASH AV,G,IND,05/27/2022,17.0,216.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/21/2022,85.0,125.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/22/2022,42.0,32.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/23/2022,31.0,68.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/24/2022,31.0,59.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/25/2022,25.0,41.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/26/2022,36.0,67.0
N420B,R317,00-00-01,CLINTON-WASH AV,G,IND,05/27/2022,28.0,75.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/21/2022,50.0,98.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/22/2022,27.0,28.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/23/2022,24.0,26.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/24/2022,20.0,16.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/25/2022,16.0,13.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/26/2022,21.0,22.0
N420B,R317,00-03-00,CLINTON-WASH AV,G,IND,05/27/2022,16.0,30.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/21/2022,37.0,150.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/22/2022,29.0,30.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/23/2022,27.0,26.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/24/2022,18.0,23.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/25/2022,19.0,13.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/26/2022,20.0,22.0
N420B,R317,00-03-01,CLINTON-WASH AV,G,IND,05/27/2022,13.0,34.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/21/2022,298.0,132.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/22/2022,187.0,59.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/23/2022,502.0,162.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/24/2022,578.0,181.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/25/2022,352.0,131.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/26/2022,422.0,114.0
N420B,R317,00-06-00,CLINTON-WASH AV,G,IND,05/27/2022,0.0,68.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/21/2022,197.0,207.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/22/2022,152.0,217.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/23/2022,359.0,300.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/24/2022,388.0,376.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/25/2022,286.0,259.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/26/2022,470.0,315.0
N420B,R317,00-06-01,CLINTON-WASH AV,G,IND,05/27/2022,781.0,373.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/21/2022,310.0,209.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/22/2022,184.0,180.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/23/2022,509.0,434.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/24/2022,517.0,419.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/25/2022,400.0,283.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/26/2022,499.0,460.0
N420B,R317,00-06-02,CLINTON-WASH AV,G,IND,05/27/2022,460.0,382.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/21/2022,306.0,295.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/22/2022,198.0,273.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/23/2022,332.0,539.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/24/2022,369.0,589.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/25/2022,333.0,342.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/26/2022,427.0,543.0
N420B,R317,00-06-03,CLINTON-WASH AV,G,IND,05/27/2022,376.0,510.0
N422,R318,00-00-00,FULTON ST,G,IND,05/21/2022,313.0,1555.0
N422,R318,00-00-00,FULTON ST,G,IND,05/22/2022,194.0,1130.0
N422,R318,00-00-00,FULTON ST,G,IND,05/23/2022,775.0,1587.0
N422,R318,00-00-00,FULTON ST,G,IND,05/24/2022,844.0,1607.0
N422,R318,00-00-00,FULTON ST,G,IND,05/25/2022,874.0,1690.0
N422,R318,00-00-00,FULTON ST,G,IND,05/26/2022,800.0,1671.0
N422,R318,00-00-00,FULTON ST,G,IND,05/27/2022,791.0,1607.0
N422,R318,00-00-01,FULTON ST,G,IND,05/21/2022,309.0,646.0
N422,R318,00-00-01,FULTON ST,G,IND,05/22/2022,229.0,456.0
N422,R318,00-00-01,FULTON ST,G,IND,05/23/2022,573.0,721.0
N422,R318,00-00-01,FULTON ST,G,IND,05/24/2022,577.0,753.0
N422,R318,00-00-01,FULTON ST,G,IND,05/25/2022,614.0,819.0
N422,R318,00-00-01,FULTON ST,G,IND,05/26/2022,582.0,858.0
N422,R318,00-00-01,FULTON ST,G,IND,05/27/2022,606.0,744.0
N422,R318,00-00-02,FULTON ST,G,IND,05/21/2022,722.0,416.0
N422,R318,00-00-02,FULTON ST,G,IND,05/22/2022,513.0,323.0
N422,R318,00-00-02,FULTON ST,G,IND,05/23/2022,1085.0,576.0
N422,R318,00-00-02,FULTON ST,G,IND,05/24/2022,1135.0,580.0
N422,R318,00-00-02,FULTON ST,G,IND,05/25/2022,1091.0,568.0
N422,R318,00-00-02,FULTON ST,G,IND,05/26/2022,1160.0,588.0
N422,R318,00-00-02,FULTON ST,G,IND,05/27/2022,1102.0,564.0
N422,R318,00-05-00,FULTON ST,G,IND,05/22/2022,2.0,0.0
N422,R318,00-05-00,FULTON ST,G,IND,05/23/2022,2.0,0.0
N422,R318,00-05-00,FULTON ST,G,IND,05/24/2022,9.0,0.0
N422,R318,00-05-00,FULTON ST,G,IND,05/25/2022,1.0,0.0
N422,R318,00-05-00,FULTON ST,G,IND,05/26/2022,4.0,0.0
N422,R318,00-05-00,FULTON ST,G,IND,05/27/2022,2.0,0.0
N422,R318,00-05-01,FULTON ST,G,IND,05/21/2022,0.0,0.0
N422,R318,00-05-01,FULTON ST,G,IND,05/22/2022,65536.0,65538.0
N422,R318,00-05-01,FULTON ST,G,IND,05/23/2022,0.0,0.0
N422,R318,00-05-01,FULTON ST,G,IND,05/24/2022,0.0,65531.0
N422,R318,00-05-01,FULTON ST,G,IND,05/25/2022,0.0,0.0
N422,R318,00-05-01,FULTON ST,G,IND,05/26/2022,0.0,0.0
N422,R318,00-06-00,FULTON ST,G,IND,05/21/2022,191.0,338.0
N422,R318,00-06-00,FULTON ST,G,IND,05/22/2022,162.0,250.0
N422,R318,00-06-00,FULTON ST,G,IND,05/23/2022,229.0,356.0
N422,R318,00-06-00,FULTON ST,G,IND,05/24/2022,203.0,391.0
N422,R318,00-06-00,FULTON ST,G,IND,05/25/2022,242.0,447.0
N422,R318,00-06-00,FULTON ST,G,IND,05/26/2022,193.0,387.0
N422,R318,00-06-00,FULTON ST,G,IND,05/27/2022,201.0,384.0
N422,R318,00-06-01,FULTON ST,G,IND,05/21/2022,76.0,218.0
N422,R318,00-06-01,FULTON ST,G,IND,05/22/2022,63.0,134.0
N422,R318,00-06-01,FULTON ST,G,IND,05/23/2022,100.0,181.0
N422,R318,00-06-01,FULTON ST,G,IND,05/24/2022,96.0,174.0
N422,R318,00-06-01,FULTON ST,G,IND,05/25/2022,115.0,213.0
N422,R318,00-06-01,FULTON ST,G,IND,05/26/2022,94.0,184.0
N422,R318,00-06-01,FULTON ST,G,IND,05/27/2022,107.0,198.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/21/2022,216.0,802.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/22/2022,149.0,447.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/23/2022,331.0,1321.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/24/2022,469.0,1898.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/25/2022,394.0,1780.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/26/2022,356.0,1583.0
N500,R020,00-00-00,47-50 STS ROCK,BDFM,IND,05/27/2022,288.0,1067.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/21/2022,522.0,1344.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/22/2022,430.0,917.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/23/2022,662.0,2071.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/24/2022,867.0,2608.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/25/2022,730.0,2390.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/26/2022,709.0,2215.0
N500,R020,00-00-01,47-50 STS ROCK,BDFM,IND,05/27/2022,596.0,1702.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/21/2022,642.0,1115.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/22/2022,550.0,717.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/23/2022,752.0,1500.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/24/2022,927.0,2044.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/25/2022,800.0,1851.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/26/2022,791.0,1711.0
N500,R020,00-00-02,47-50 STS ROCK,BDFM,IND,05/27/2022,703.0,1205.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/21/2022,644.0,906.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/22/2022,524.0,580.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/23/2022,760.0,1166.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/24/2022,956.0,1720.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/25/2022,848.0,1471.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/26/2022,862.0,1277.0
N500,R020,00-00-03,47-50 STS ROCK,BDFM,IND,05/27/2022,728.0,857.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/21/2022,328.0,328.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/22/2022,241.0,205.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/23/2022,560.0,747.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/24/2022,713.0,962.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/25/2022,687.0,872.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/26/2022,611.0,770.0
N500,R020,00-03-00,47-50 STS ROCK,BDFM,IND,05/27/2022,455.0,498.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/21/2022,563.0,483.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/22/2022,441.0,343.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/23/2022,762.0,847.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/24/2022,956.0,962.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/25/2022,922.0,1007.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/26/2022,849.0,866.0
N500,R020,00-03-01,47-50 STS ROCK,BDFM,IND,05/27/2022,706.0,701.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/21/2022,415.0,546.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/22/2022,316.0,387.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/23/2022,677.0,816.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/24/2022,802.0,998.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/25/2022,783.0,917.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/26/2022,737.0,877.0
N500,R020,00-03-02,47-50 STS ROCK,BDFM,IND,05/27/2022,607.0,673.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/21/2022,425.0,431.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/22/2022,255.0,312.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/23/2022,649.0,824.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/24/2022,814.0,952.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/25/2022,794.0,981.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/26/2022,725.0,887.0
N500,R020,00-03-03,47-50 STS ROCK,BDFM,IND,05/27/2022,543.0,640.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/21/2022,353.0,357.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/22/2022,271.0,265.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/23/2022,699.0,740.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/24/2022,844.0,981.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/25/2022,842.0,921.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/26/2022,782.0,927.0
N500,R020,00-03-04,47-50 STS ROCK,BDFM,IND,05/27/2022,637.0,577.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/21/2022,193.0,201.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/22/2022,96.0,122.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/23/2022,573.0,497.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/24/2022,694.0,693.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/25/2022,683.0,656.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/26/2022,643.0,631.0
N500,R020,00-03-05,47-50 STS ROCK,BDFM,IND,05/27/2022,416.0,450.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/21/2022,21.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/22/2022,24.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/23/2022,43.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/24/2022,42.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/25/2022,43.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/26/2022,31.0,0.0
N500,R020,00-05-00,47-50 STS ROCK,BDFM,IND,05/27/2022,31.0,0.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/21/2022,0.0,12.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/22/2022,0.0,7.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/23/2022,0.0,7.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/24/2022,0.0,9.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/25/2022,0.0,7.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/26/2022,0.0,4.0
N500,R020,00-05-01,47-50 STS ROCK,BDFM,IND,05/27/2022,0.0,5.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/21/2022,0.0,0.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/22/2022,223.0,363.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/23/2022,392.0,692.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/24/2022,9.0,198.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/25/2022,478.0,787.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/26/2022,401.0,759.0
N500,R020,00-06-00,47-50 STS ROCK,BDFM,IND,05/27/2022,333.0,656.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/21/2022,0.0,0.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/22/2022,71.0,539.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/23/2022,113.0,1085.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/24/2022,2.0,340.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/25/2022,161.0,1313.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/26/2022,133.0,1304.0
N500,R020,00-06-01,47-50 STS ROCK,BDFM,IND,05/27/2022,108.0,883.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/21/2022,197.0,1031.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/22/2022,159.0,767.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/23/2022,666.0,1633.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/24/2022,700.0,1953.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/25/2022,645.0,1943.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/26/2022,627.0,1895.0
N501,R020,01-00-00,47-50 STS ROCK,BDFM,IND,05/27/2022,540.0,1542.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/21/2022,219.0,1080.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/22/2022,183.0,926.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/23/2022,694.0,1940.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/24/2022,738.0,2078.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/25/2022,776.0,2163.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/26/2022,704.0,2053.0
N501,R020,01-00-01,47-50 STS ROCK,BDFM,IND,05/27/2022,585.0,1875.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/21/2022,292.0,760.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/22/2022,250.0,649.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/23/2022,766.0,1599.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/24/2022,938.0,1731.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/25/2022,863.0,1864.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/26/2022,802.0,1788.0
N501,R020,01-00-02,47-50 STS ROCK,BDFM,IND,05/27/2022,644.0,1529.0
N501,R020,01-00-03,47-50 STS ROCK,BDFM,IND,05/21/2022,252.0,532.0
N501,R020,01-00-03,47-50 STS ROCK,BDFM,IND,05/22/2022,230.0,435.0
N501,R020,01-00-03,47-50 STS ROCK,BDFM,IND,05/23/2022,743.0,1387.0
N501,R020,01-00-03,47-50 STS ROCK,BDFM,IND,05/24/2022,818.0,1504.0
